EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-3839.404053,-3839.493408,-3835.559570,-3835.917236,-3848.523438,-3841.549805,-3841.907471,-3836.542969,0.556641,0.718018,0.448730,0.701904,0.488281,1.129150,53.333336,76.000000,1.000000
-3839.225098,-3839.582764,-3835.291260,-3835.917236,-3847.987061,-3841.549805,-3841.907471,-3836.542969,0.557129,0.719238,0.448975,0.732422,0.366211,1.098633,53.333336,77.000000,1.000000
-3838.778076,-3839.404053,-3834.576172,-3835.827637,-3847.450684,-3841.639160,-3841.549805,-3836.274902,0.556396,0.718750,0.448975,0.762939,0.427246,1.129150,53.333336,78.000000,1.000000
-3838.778076,-3839.046387,-3834.844238,-3835.738281,-3847.808350,-3841.371094,-3841.281494,-3836.364258,0.555176,0.717285,0.448730,0.762939,0.488281,1.068115,53.333336,79.000000,1.000000
-3838.420654,-3839.135742,-3835.201904,-3835.738281,-3847.540039,-3841.371094,-3841.281494,-3836.274902,0.554932,0.718018,0.448730,0.762939,0.549316,1.098633,53.333336,80.000000,1.000000
-3838.241699,-3839.404053,-3835.291260,-3836.006592,-3847.361328,-3841.549805,-3841.639160,-3836.185303,0.556152,0.717773,0.450195,0.579834,0.549316,1.037598,53.333336,81.000000,1.000000
-3838.331055,-3839.225098,-3835.023193,-3835.827637,-3847.271729,-3841.371094,-3841.549805,-3836.274902,0.557373,0.717773,0.450684,0.640869,0.488281,1.007080,53.333336,82.000000,1.000000
-3838.241699,-3838.778076,-3834.397217,-3835.470215,-3847.093018,-3840.923828,-3841.281494,-3835.917236,0.556885,0.720215,0.448242,0.640869,0.549316,1.068115,53.333336,83.000000,1.000000
-3838.152344,-3838.778076,-3834.486572,-3835.201904,-3847.271729,-3840.834473,-3841.281494,-3836.095947,0.555664,0.718994,0.450684,0.671387,0.518799,1.098633,53.333336,84.000000,1.000000
-3838.062988,-3838.867676,-3834.307861,-3835.291260,-3847.093018,-3840.208740,-3840.834473,-3836.274902,0.556641,0.718994,0.448975,0.640869,0.549316,1.098633,53.333336,85.000000,1.000000
-3838.062988,-3838.331055,-3834.039551,-3835.648926,-3847.271729,-3840.566406,-3840.834473,-3835.917236,0.557129,0.719238,0.450439,0.823975,0.518799,1.068115,53.333336,86.000000,1.000000
-3838.152344,-3837.973633,-3833.950195,-3835.201904,-3846.467285,-3840.208740,-3840.655762,-3835.648926,0.557373,0.719482,0.447266,0.701904,0.457764,1.007080,53.333336,87.000000,1.000000
-3837.526367,-3838.331055,-3833.950195,-3835.201904,-3846.645996,-3840.387451,-3840.387451,-3835.738281,0.555664,0.718994,0.448242,0.701904,0.518799,1.037598,53.333336,88.000000,1.000000
-3837.437012,-3838.331055,-3834.128906,-3835.201904,-3847.003662,-3840.387451,-3840.387451,-3835.648926,0.556396,0.718018,0.447021,0.701904,0.488281,1.098633,53.333336,89.000000,1.000000
-3837.526367,-3838.152344,-3834.397217,-3835.291260,-3846.556641,-3840.387451,-3840.476807,-3835.917236,0.556396,0.719238,0.447754,0.701904,0.488281,1.159668,53.333336,90.000000,1.000000
-3837.258301,-3837.973633,-3834.128906,-3834.576172,-3846.109619,-3840.566406,-3840.119385,-3835.917236,0.557129,0.719971,0.447266,0.732422,0.488281,1.068115,53.333336,91.000000,1.000000
-3837.258301,-3837.437012,-3834.039551,-3834.844238,-3846.467285,-3840.119385,-3840.119385,-3834.933594,0.557129,0.718750,0.449951,0.671387,0.488281,1.098633,53.333336,92.000000,1.000000
-3836.989990,-3837.705322,-3834.039551,-3834.576172,-3846.824707,-3839.940430,-3840.387451,-3835.291260,0.556641,0.718262,0.448242,0.640869,0.488281,1.037598,53.333336,93.000000,1.000000
-3836.989990,-3837.615967,-3833.681885,-3834.665527,-3846.198975,-3839.940430,-3840.387451,-3835.201904,0.555664,0.717041,0.446777,0.671387,0.488281,1.129150,53.333336,94.000000,1.000000
-3837.526367,-3837.615967,-3833.234863,-3834.933594,-3846.109619,-3839.761719,-3839.940430,-3834.844238,0.555908,0.718994,0.452148,0.793457,0.518799,1.159668,53.333336,95.000000,1.000000
-3837.258301,-3837.794678,-3833.503174,-3834.665527,-3846.020264,-3839.761719,-3839.582764,-3834.933594,0.555420,0.718262,0.447754,0.762939,0.518799,1.190185,53.333336,96.000000,1.000000
-3837.168945,-3837.973633,-3833.413818,-3834.397217,-3846.020264,-3839.851074,-3840.029785,-3835.291260,0.555908,0.719238,0.448242,0.671387,0.427246,1.068115,53.333336,97.000000,1.000000
-3837.258301,-3838.331055,-3833.771484,-3834.576172,-3846.020264,-3839.940430,-3840.298096,-3835.023193,0.559082,0.718506,0.448975,0.762939,0.549316,1.068115,53.333336,98.000000,1.000000
-3837.168945,-3838.062988,-3833.592529,-3834.576172,-3845.662598,-3839.851074,-3840.387451,-3835.291260,0.557861,0.719727,0.449951,0.732422,0.549316,1.098633,53.333336,99.000000,1.000000
-3836.542969,-3837.794678,-3833.413818,-3834.307861,-3845.662598,-3839.582764,-3839.940430,-3835.470215,0.558105,0.718994,0.450439,0.793457,0.457764,1.129150,53.333336,100.000000,1.000000
-3836.811279,-3837.437012,-3833.324463,-3834.486572,-3845.930664,-3839.761719,-3840.119385,-3834.754883,0.557617,0.719238,0.447510,0.732422,0.427246,1.098633,53.333336,101.000000,1.000000
-3836.900635,-3837.526367,-3833.234863,-3834.486572,-3846.109619,-3839.582764,-3839.761719,-3834.754883,0.558350,0.717041,0.448975,0.793457,0.488281,1.129150,53.333336,102.000000,1.000000
-3837.079346,-3837.615967,-3833.592529,-3833.950195,-3845.930664,-3839.672363,-3839.582764,-3835.023193,0.558838,0.717529,0.449219,0.732422,0.396728,1.159668,53.333336,103.000000,1.000000
-3836.721924,-3837.615967,-3833.503174,-3834.128906,-3845.751953,-3840.119385,-3839.851074,-3834.754883,0.557129,0.718018,0.451172,0.701904,0.488281,1.220703,53.333336,104.000000,1.000000
-3836.632324,-3837.794678,-3833.324463,-3834.397217,-3845.394287,-3839.761719,-3839.493408,-3834.397217,0.557617,0.719238,0.447998,0.732422,0.549316,1.190185,53.333336,105.000000,1.000000
-3836.453613,-3837.526367,-3833.413818,-3833.771484,-3845.125977,-3839.225098,-3839.225098,-3834.397217,0.558105,0.717529,0.448730,0.671387,0.579834,1.159668,53.333336,106.000000,1.000000
-3836.632324,-3837.347656,-3833.324463,-3833.950195,-3845.125977,-3839.493408,-3838.867676,-3834.665527,0.556641,0.717285,0.447021,0.579834,0.457764,1.190185,53.333336,107.000000,1.000000
-3836.364258,-3837.526367,-3833.056152,-3833.860840,-3845.304932,-3839.493408,-3838.867676,-3834.754883,0.555664,0.720215,0.447998,0.732422,0.427246,1.251221,53.333336,108.000000,1.000000
-3836.453613,-3837.526367,-3833.413818,-3833.860840,-3845.215576,-3839.225098,-3839.046387,-3834.576172,0.556152,0.718750,0.447754,0.701904,0.488281,1.098633,53.333336,109.000000,1.000000
-3836.453613,-3837.437012,-3833.145508,-3833.681885,-3845.394287,-3838.778076,-3839.225098,-3834.844238,0.556396,0.719971,0.448242,0.701904,0.549316,1.098633,53.333336,110.000000,1.000000
-3836.632324,-3837.079346,-3832.787842,-3833.860840,-3845.483643,-3838.867676,-3839.404053,-3834.933594,0.556885,0.719482,0.447510,0.762939,0.457764,1.159668,53.333336,111.000000,1.000000
-3836.185303,-3837.258301,-3832.966797,-3833.860840,-3845.125977,-3839.314697,-3839.672363,-3834.754883,0.556152,0.720703,0.446289,0.762939,0.518799,1.129150,53.333336,112.000000,1.000000
-3836.274902,-3837.437012,-3832.877441,-3833.681885,-3845.572998,-3838.867676,-3839.493408,-3834.665527,0.557373,0.720703,0.447510,0.762939,0.427246,1.037598,53.333336,113.000000,1.000000
-3836.542969,-3837.258301,-3833.056152,-3833.860840,-3845.572998,-3838.778076,-3839.493408,-3835.023193,0.558594,0.720703,0.449951,0.823975,0.457764,1.037598,53.333336,114.000000,1.000000
-3836.185303,-3836.989990,-3833.145508,-3833.771484,-3845.304932,-3839.046387,-3839.135742,-3834.933594,0.558594,0.717285,0.448486,0.671387,0.488281,1.098633,53.333336,115.000000,1.000000
-3836.185303,-3836.989990,-3832.609131,-3834.128906,-3845.125977,-3838.778076,-3838.867676,-3834.576172,0.556885,0.716553,0.448730,0.732422,0.488281,1.159668,53.333336,116.000000,1.000000
-3836.274902,-3836.811279,-3832.609131,-3833.950195,-3845.215576,-3838.957031,-3838.957031,-3834.576172,0.557373,0.717773,0.451172,0.732422,0.488281,1.159668,53.333336,117.000000,1.000000
